"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Administrative Officer (AO)","24324","24324","AO - Records Management","0.61","Knowledge & Information Management (KIM)","South East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Administrative Officer (AO)","24324","24324","AO - Data Analytics and Statistics","1.00","Operational Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG591","Administrative Officer (AO)","24324","24324","AO - PCU - Corporate and Casework Team","1.00","Operational Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG591","Administrative Officer (AO)","24324","24324","AO - PCU - Corporate and Casework Team","1.00","Operational Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG459","Executive Officer (EO)","25324","30045","EO - West Mids, South West & Western Gateway","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO)","25324","30045","EO - Junior Ministers & SpAds Offices","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG514","Executive Officer (EO)","25324","30045","EO - Devolution Settlements & Legislation","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG490","Executive Officer (EO)","25324","30045","EO - LG Engagement","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG271","Executive Officer (EO)","25324","30045","EO - Centre of Excellence","1.00","Operational Delivery","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG271","Executive Officer (EO)","25324","30045","EO - Midlands Growth Delivery Team","1.00","Operational Delivery","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG357","Executive Officer (EO)","25324","30045","EO - LG Engagement","1.00","Policy","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG591","Executive Officer (EO)","25324","30045","EO - PCU - Local Authority Casework Unit","1.00","Planning","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Executive Officer (EO)","25324","30045","EO - Election Claims Unit","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Executive Officer (EO)","25324","30045","EO - Election Claims Unit","1.00","Operational Delivery","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Executive Officer (EO)","25324","30045","EO - Elections Division","0.41","Policy","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Executive Officer (EO)","25324","30045","EO - Elections Division","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Executive Officer (EO)","25324","30045","EO - Elections Division","0.59","Policy","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Executive Officer (EO) - London","28412","34672","EO - ADD Supoort Team","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Executive Officer (EO) - London","28412","34672","EO - ADD Supoort Team","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Executive Officer (EO) - London","28412","34672","EO - ADD Supoort Team","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","EO - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","EO - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","EO - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","EO - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","EO - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","EO - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","EO - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Executive Officer (EO) - London","28412","34672","EO - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG217","Executive Officer (EO) - London","28412","34672","EO - Housing and Planning Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Executive Officer (EO) - London","28412","34672","EO - Insights Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG268","Executive Officer (EO) - London","28412","34672","EO - Local Policy Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG268","Executive Officer (EO) - London","28412","34672","EO - Local Policy Analysis","0.62","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG398","Executive Officer (EO) - London","28412","34672","EO - Commercial","0.81","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG355","Executive Officer (EO) - London","28412","34672","EO - Commercial - Procurement","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG355","Executive Officer (EO) - London","28412","34672","EO - Commercial - Procurement","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG522","Executive Officer (EO) - London","28412","34672","EO - Communications Directorate","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG422","Executive Officer (EO) - London","28412","34672","EO - Digital","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Executive Officer (EO) - London","28412","34672","EO - Digital Communications","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Executive Officer (EO) - London","28412","34672","EO - Digital Communications","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Executive Officer (EO) - London","28412","34672","EO - Records Management","0.80","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Executive Officer (EO) - London","28412","34672","EO - SAP Technical HR & Authorisations","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Executive Officer (EO) - London","28412","34672","EO - Business Support Team","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG603","Executive Officer (EO) - London","28412","34672","EO - CAM, P2P, Service Desk, F&E, T&S","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Executive Officer (EO) - London","28412","34672","EO - Central Portfolio Office","0.92","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG603","Executive Officer (EO) - London","28412","34672","EO - CP2P, SAP Helpdesk, F&E","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG603","Executive Officer (EO) - London","28412","34672","EO - CP2P, SAP Helpdesk, F&E","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG603","Executive Officer (EO) - London","28412","34672","EO - CP2P, SAP Helpdesk, F&E","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG603","Executive Officer (EO) - London","28412","34672","EO - CP2P, SAP Helpdesk, F&E","0.89","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG603","Executive Officer (EO) - London","28412","34672","EO - CP2P-SAP Helpdesk-F&E","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Executive Officer (EO) - London","28412","34672","EO - Organisational & People Development","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG271","Executive Officer (EO) - London","28412","34672","EO - Greater SE Growth Delivery Team","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG486","Executive Officer (EO) - London","28412","34672","EO - Portfolio Management Office","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG486","Executive Officer (EO) - London","28412","34672","EO - Service Delivery Division","0.61","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG339","Executive Officer (EO) - London","28412","34672","EO - Housing Investment","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG380","Executive Officer (EO) - London","28412","34672","EO - Land for Homes","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG558","Executive Officer (EO) - London","28412","34672","EO - Freeports","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG439","Executive Officer (EO) - London","28412","34672","EO - Funding Policy Design","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG551","Executive Officer (EO) - London","28412","34672","EO - Levelling Up Missions Implementation","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG382","Executive Officer (EO) - London","28412","34672","EO - Rough Sleeping Delivery","0.84","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG529","Executive Officer (EO) - London","28412","34672","EO - Place","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG599","Executive Officer (EO) - London","28412","34672","EO - Executive Team Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG599","Executive Officer (EO) - London","28412","34672","EO - Executive Team Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG599","Executive Officer (EO) - London","28412","34672","EO - Executive Team Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG599","Executive Officer (EO) - London","28412","34672","EO - Executive Team Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG599","Executive Officer (EO) - London","28412","34672","EO - Executive Team Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Executive Team Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Junior Ministers & SpAds Offices","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Junior Ministers & SpAds Offices","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG599","Executive Officer (EO) - London","28412","34672","EO - Knowledge & Information Access","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG599","Executive Officer (EO) - London","28412","34672","EO - Knowledge & Information Access","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Parliamentary & Correspondence","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Parliamentary & Correspondence","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Parliamentary & Correspondence","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Parliamentary & Correspondence","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Parliamentary & Correspondence","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Parlimentary & Correspondance","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Parlimentary & Correspondance","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Policy Unit and Private Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO) - London","28412","34672","EO - Strategy & Private Office","0.39","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG324","Executive Officer (EO) - London","28412","34672","EO - Homelessness","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG324","Executive Officer (EO) - London","28412","34672","EO - Homelessness","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG324","Executive Officer (EO) - London","28412","34672","EO - Homelessness and Rough Sleeping","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG324","Executive Officer (EO) - London","28412","34672","EO - Homelessness Strategy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG321","Executive Officer (EO) - London","28412","34672","EO - Homelessness Strategy","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG419","Executive Officer (EO) - London","28412","34672","EO - Faith, Integration and Communities","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG419","Executive Officer (EO) - London","28412","34672","EO - Faith, Integration and Communities","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG518","Executive Officer (EO) - London","28412","34672","EO - COVID-19 Inquiry Unit","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG575","Executive Officer (EO) - London","28412","34672","EO - Care and Reform","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG343","Executive Officer (EO) - London","28412","34672","EO - LG Performance","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG343","Executive Officer (EO) - London","28412","34672","EO - LG Performance","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG493","Executive Officer (EO) - London","28412","34672","EO - LGF Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG493","Executive Officer (EO) - London","28412","34672","EO - LGF Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG493","Executive Officer (EO) - London","28412","34672","EO - LGF Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG343","Executive Officer (EO) - London","28412","34672","EO - LGF Settlement, Reform & Capital","0.61","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG159","Executive Officer (EO) - London","28412","34672","EO - Governance Reform & Democracy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG449","Executive Officer (EO) - London","28412","34672","EO - Governance Reform & Democracy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG427","Executive Officer (EO) - London","28412","34672","EO - LG Stewardship","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG427","Executive Officer (EO) - London","28412","34672","EO - LG Stewardship","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG562","Executive Officer (EO) - London","28412","34672","EO - SF, Policy and Programme Management","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG385","Executive Officer (EO) - London","28412","34672","EO - Programme Management","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG385","Executive Officer (EO) - London","28412","34672","EO - Resilience: North & Flood Rec","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG488","Executive Officer (EO) - London","28412","34672","EO - Home Ownership","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG488","Executive Officer (EO) - London","28412","34672","EO - Home Ownership Division","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG557","Executive Officer (EO) - London","28412","34672","EO - Housing Investment","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG557","Executive Officer (EO) - London","28412","34672","EO - Housing Investment","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG395","Executive Officer (EO) - London","28412","34672","EO - Housing Markets & Strategy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG488","Executive Officer (EO) - London","28412","34672","EO - Housing Markets & Strategy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG440","Executive Officer (EO) - London","28412","34672","EO - Housing Performance","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG440","Executive Officer (EO) - London","28412","34672","EO - Housing Performance","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG440","Executive Officer (EO) - London","28412","34672","EO - Housing Performance","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG440","Executive Officer (EO) - London","28412","34672","EO - Housing Performance","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG488","Executive Officer (EO) - London","28412","34672","EO - Housing Strategy","0.61","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG528","Executive Officer (EO) - London","28412","34672","EO - Private Rented Sector","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG414","Executive Officer (EO) - London","28412","34672","EO - Private Rented Sector","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG414","Executive Officer (EO) - London","28412","34672","EO - Private Rented Sector","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG414","Executive Officer (EO) - London","28412","34672","EO - PRS & Leasehold","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG602","Executive Officer (EO) - London","28412","34672","EO - Climate Change","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG305","Executive Officer (EO) - London","28412","34672","EO - Design Quality","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG566","Executive Officer (EO) - London","28412","34672","EO - Development Plans Implementation","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG466","Executive Officer (EO) - London","28412","34672","EO - Housing and Vulnerable People Response","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG591","Executive Officer (EO) - London","28412","34672","EO - Planning","1.00","Planning","London"
