"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","29.82","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","30130","33310","Area Finance Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","30130","33310","Area Performance Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","30130","33310","Change Manager","0.72","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","30130","33310","Court Centre Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","30130","33310","District Business Manager","2.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","30130","33310","Facilities, Estates and Security Manager","2.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","30130","33310","HR Advisory Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 (Nat)","30130","33310","Victim Liaison Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B2 Paralegal BM (Nat)","30130","33310","Paralegal Business Manager","6.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","38180","43390","Area Communication Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","38180","43390","Inclusion & Community Engagement Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level B3 (Nat)","38180","43390","Senior District Business Manager","2.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level D Admin (Nat)","50850","59670","Head of Business Centre","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Level E Admin (Nat)","67000","77290","Area Business Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Paralegal Assistant (Nat)","20251","23470","Casework Administration Assistant","0.81","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","10.10","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Senior Crown Advocate (Nat)","66410","71740","Senior Crown Advocate","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","76.81","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","25.66","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST MIDLANDS","CPS-G-002","Senior Specialist Prosecutor N","66930","77290","Senior Legal Manager","1.00","Government Legal Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","AP Solicitor Apprentice (Lon)","32040","36240","Trainee Solicitor","0.81","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor (Lon)","32040","36240","Associate Prosecutor","2.81","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","4.41","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Associate Prosecutor 2 (Lon)","36130","39540","Associate Prosecutor","0.60","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","B1 Solicitor Apprentice (Lon)","26970","30110","Trainee Solicitor","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate (Lon)","56460","64670","Crown Advocate","5.92","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate (Nat)","51940","59930","Crown Advocate","5.51","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate ABP (Lon)","65440","69430","Crown Advocate","3.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","2.61","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Prosecutor (Lon)","40000","44660","Crown Prosecutor","9.80","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","6.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Legal Manager 1 (London)","63960","71310","District Crown Prosecutor","10.72","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Legal Manager 1 (National)","58040","66990","District Crown Prosecutor","4.60","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Legal Manager 1 (National)","58040","66990","Senior Crown Prosecutor","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Legal Manager 2 (London)","70890","79430","Senior District Crown Prosecutor","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","20120","23520","Administrative Officer","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","20120","23520","Casework Assistant","0.68","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","20120","23520","Casework Assistant","20.81","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Lon)","20120","23520","Fees Clerk","1.69","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","18736","21950","Administrative Officer","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","18736","21950","Casework Assistant","13.67","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","18736","21950","Fees Clerk","2.43","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","18736","21950","Finance Officer","0.92","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 (Nat)","18736","21950","Victim Liaison Officer","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 Apprentice (Lon)","20120","23520","Casework Assistant","6.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 Apprentice (Lon)","20120","23520","Paralegal Assistant","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 Apprentice (Nat)","16767","18900","Administrative Officer","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 Apprentice (Nat)","16767","18900","Casework Assistant","5.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level A2 Apprentice (Nat)","16767","18900","Casework Assistant","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","26970","30110","Casework Administration Manager","3.35","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","26970","30110","Charging Workflow Manager","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","26970","30110","Court Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","26970","30110","Paralegal Officer","2.41","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Lon)","26970","30110","Senior Personal Assistant","1.81","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","25480","28430","Business Centre Support Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","25480","28430","Casework Administration Manager","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","25480","28430","Court Manager","3.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","25480","28430","Learning Operations Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","25480","28430","Victim Liaison Manager","0.73","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 (Nat)","25480","28430","Victim Liaison Officer","0.81","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Legal Trainee (Lon)","26970","30110","Legal Trainee","7.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Legal Trainee (Lon)","26970","30110","Trainee Solicitor","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Legal Trainee (Nat)","25480","28430","Legal Trainee","1.60","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Lon)","26970","30110","Paralegal Officer","19.47","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Nat)","25480","28430","Court Manager","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Nat)","25480","28430","Fees Manager","1.35","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","9.55","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","31560","35020","Area Finance Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","31560","35020","Change Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","31560","35020","Facilities, Estates and Security Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Lon)","31560","35020","Paralegal Business Manager","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","30130","33310","HR Advisory Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","30130","33310","Paralegal Business Manager","1.78","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 (Nat)","30130","33310","Performance Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 Paralegal BM (Lon)","31560","35020","Paralegal Business Manager","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B2 Paralegal BM (Nat)","30130","33310","Paralegal Business Manager","0.81","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","39750","45530","Area Communication Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Lon)","39750","45530","Senior Business Manager","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level B3 (Nat)","38180","43390","Inclusion & Community Engagement Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level D Admin (Nat)","50850","59670","Head of Business Centre","1.18","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Admin (Lon)","69680","79410","Area Business Manager","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Level E Legal (Lon)","69680","79410","Senior District Crown Prosecutor","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Lon)","20999","24590","Paralegal Assistant","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Lon)","20999","24590","Paralegal Assistant","2.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","8.32","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Principal Crown Advocate (Lon)","80660","88030","Principal Crown Advocate","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Advocate (Lon)","69300","74660","Senior Crown Advocate","0.50","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Lon)","50519","62590","Senior Crown Prosecutor","33.84","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Lon)","50519","62590","Senior Crown Prosecutor","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","32.16","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","EAST OF ENGLAND","CPS-G-007","Senior Crown Prosecutor BAR","50519","62590","Senior Crown Prosecutor","1.00","Government Legal Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","4.20","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Associate Prosecutor (Nat)","30930","34480","Paralegal Business Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","B1 Solicitor Apprentice (Nat)","25480","28430","Paralegal Officer","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","B1 Solicitor Apprentice (Nat)","25480","28430","Trainee Solicitor","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Crown Advocate (Nat)","51940","59930","Crown Advocate","4.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","5.61","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","13.60","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Legal Manager 1 (National)","58040","66990","Legal Manager","15.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Legal Manager 2 (National)","67320","77300","Legal Manager","4.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level A2 (Nat)","18736","21950","Administrative Officer","6.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level A2 (Nat)","18736","21950","Business Centre Support Officer","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level A2 (Nat)","18736","21950","Business Support Officer","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level A2 (Nat)","18736","21950","Casework Assistant","22.84","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level A2 (Nat)","18736","21950","Fees Clerk","1.00","Government Legal Profession","North West"
